Freq.	Vy/Vx
1.95884467350586e+001	1.20335340684974e+002	1.44336919798217e+002
1.96336027683591e+001	1.20328543113825e+002	1.44274353486648e+002
1.96788628970671e+001	1.20321724866619e+002	1.44211741050781e+002
1.97242273611472e+001	1.20314885906153e+002	1.44149082762630e+002
1.97696964011172e+001	1.20308026212941e+002	1.44086378852928e+002
1.98152702580496e+001	1.20301145746817e+002	1.44023629633540e+002
1.98609491735723e+001	1.20294244477154e+002	1.43960835379015e+002
1.99067333898705e+001	1.20287322381711e+002	1.43897996305433e+002
1.99526231496874e+001	1.20280379426058e+002	1.43835112719389e+002
1.99986186963261e+001	1.20273415581539e+002	1.43772184878782e+002
2.00447202736502e+001	1.20266430821579e+002	1.43709213048855e+002
2.00909281260859e+001	1.20259425114212e+002	1.43646197512520e+002
2.01372424986225e+001	1.20252398430312e+002	1.43583138555550e+002
2.01836636368142e+001	1.20245350740007e+002	1.43520036434510e+002
2.02301917867813e+001	1.20238282020437e+002	1.43456891424180e+002
2.02768271952114e+001	1.20231192238434e+002	1.43393703816927e+002
2.03235701093608e+001	1.20224081367564e+002	1.43330473854907e+002
2.03704207770558e+001	1.20216949374842e+002	1.43267201874873e+002
2.04173794466939e+001	1.20209796242150e+002	1.43203888082589e+002
2.04644463672453e+001	1.20202621930941e+002	1.43140532851617e+002
2.05116217882542e+001	1.20195426426972e+002	1.43077136345158e+002
2.05589059598400e+001	1.20188209687084e+002	1.43013698959969e+002
2.06062991326986e+001	1.20180971693099e+002	1.42950220921437e+002
2.06538015581038e+001	1.20173712415844e+002	1.42886702520447e+002
2.07014134879090e+001	1.20166431833827e+002	1.42823144028260e+002
2.07491351745476e+001	1.20159129909737e+002	1.42759545771121e+002
2.07969668710355e+001	1.20151806627144e+002	1.42695907998821e+002
2.08449088309714e+001	1.20144461954523e+002	1.42632231001030e+002
2.08929613085389e+001	1.20137095866094e+002	1.42568515105720e+002
2.09411245585075e+001	1.20129708336291e+002	1.42504760588702e+002
2.09893988362338e+001	1.20122299337113e+002	1.42440967704441e+002
2.10377843976633e+001	1.20114868849474e+002	1.42377136772882e+002
2.10862814993314e+001	1.20107416843691e+002	1.42313268085803e+002
2.11348903983650e+001	1.20099943294532e+002	1.42249361909222e+002
2.11836113524835e+001	1.20092448173866e+002	1.42185418609969e+002
2.12324446200007e+001	1.20084931464891e+002	1.42121438398536e+002
2.12813904598256e+001	1.20077393134816e+002	1.42057421652969e+002
2.13304491314643e+001	1.20069833160347e+002	1.41993368600952e+002
2.13796208950208e+001	1.20062251523435e+002	1.41929279555851e+002
2.14289060111991e+001	1.20054648194039e+002	1.41865154853857e+002
2.14783047413038e+001	1.20047023147962e+002	1.41800994765311e+002
2.15278173472422e+001	1.20039376362951e+002	1.41736799586721e+002
2.15774440915251e+001	1.20031707817321e+002	1.41672569639237e+002
2.16271852372687e+001	1.20024017483873e+002	1.41608305238251e+002
2.16770410481954e+001	1.20016305347534e+002	1.41544006604352e+002
2.17270117886359e+001	1.20008571372888e+002	1.41479674157579e+002
2.17770977235300e+001	1.20000815544842e+002	1.41415308127192e+002
2.18272991184285e+001	1.19993037844076e+002	1.41350908839792e+002
2.18776162394940e+001	1.19985238238591e+002	1.41286476597873e+002
2.19280493535029e+001	1.19977416714991e+002	1.41222011714128e+002
2.19785987278467e+001	1.19969573247096e+002	1.41157514506840e+002
2.20292646305330e+001	1.19961707808327e+002	1.41092985280025e+002
2.20800473301874e+001	1.19953820389185e+002	1.41028424325308e+002
2.21309470960548e+001	1.19945910958102e+002	1.40963831964901e+002
2.21819641980006e+001	1.19937979496298e+002	1.40899208523695e+002
2.22330989065124e+001	1.19930025983831e+002	1.40834554306233e+002
2.22843514927014e+001	1.19922050404096e+002	1.40769869613294e+002
2.23357222283037e+001	1.19914052729797e+002	1.40705154748247e+002
2.23872113856818e+001	1.19906032942943e+002	1.40640410078583e+002
2.24388192378261e+001	1.19897991022831e+002	1.40575635869446e+002
2.24905460583562e+001	1.19889926949667e+002	1.40510832461968e+002
2.25423921215227e+001	1.19881840703283e+002	1.40446000183287e+002
2.25943577022082e+001	1.19873732266302e+002	1.40381139312946e+002
2.26464430759290e+001	1.19865601619267e+002	1.40316250182045e+002
2.26986485188366e+001	1.19857448739384e+002	1.40251333133283e+002
2.27509743077191e+001	1.19849273612402e+002	1.40186388458641e+002
2.28034207200025e+001	1.19841076215246e+002	1.40121416496615e+002
2.28559880337527e+001	1.19832856529559e+002	1.40056417582862e+002
2.29086765276761e+001	1.19824614547229e+002	1.39991391957900e+002
2.29614864811220e+001	1.19816350234705e+002	1.39926340068855e+002
2.30144181740834e+001	1.19808063584319e+002	1.39861262148157e+002
2.30674718871990e+001	1.19799754576192e+002	1.39796158544618e+002
2.31206479017543e+001	1.19791423190459e+002	1.39731029577075e+002
2.31739464996831e+001	1.19783069410404e+002	1.39665875607031e+002
2.32273679635694e+001	1.19774693222868e+002	1.39600696907434e+002
2.32809125766484e+001	1.19766294610762e+002	1.39535493834772e+002
2.33345806228083e+001	1.19757873551790e+002	1.39470266713550e+002
2.33883723865918e+001	1.19749430031463e+002	1.39405015879839e+002
2.34422881531975e+001	1.19740964036493e+002	1.39339741658838e+002
2.34963282084814e+001	1.19732475552260e+002	1.39274444345562e+002
2.35504928389584e+001	1.19723964561071e+002	1.39209124286229e+002
2.36047823318040e+001	1.19715431044572e+002	1.39143781839574e+002
2.36591969748558e+001	1.19706874993307e+002	1.39078417299223e+002
2.37137370566148e+001	1.19698296386924e+002	1.39013031025196e+002
2.37684028662470e+001	1.19689695211721e+002	1.38947623342355e+002
2.38231946935852e+001	1.19681071456050e+002	1.38882194580702e+002
2.38781128291300e+001	1.19672425105881e+002	1.38816745051151e+002
2.39331575640521e+001	1.19663756143828e+002	1.38751275112671e+002
2.39883291901931e+001	1.19655064557825e+002	1.38685785079423e+002
2.40436280000676e+001	1.19646350329319e+002	1.38620275336121e+002
2.40990542868642e+001	1.19637613454870e+002	1.38554746139049e+002
2.41546083444476e+001	1.19628853914953e+002	1.38489197863294e+002
2.42102904673600e+001	1.19620071696191e+002	1.38423630882178e+002
2.42661009508224e+001	1.19611266787662e+002	1.38358045475859e+002
2.43220400907364e+001	1.19602439174699e+002	1.38292442014818e+002
2.43781081836857e+001	1.19593588846585e+002	1.38226820815153e+002
2.44343055269379e+001	1.19584715792758e+002	1.38161182220350e+002
2.44906324184457e+001	1.19575820001417e+002	1.38095526554419e+002
2.45470891568485e+001	1.19566901454589e+002	1.38029854212643e+002
2.46036760414745e+001	1.19557960152125e+002	1.37964165457107e+002
2.46603933723416e+001	1.19548996073958e+002	1.37898460665176e+002
2.47172414501595e+001	1.19540009213572e+002	1.37832740185469e+002
2.47742205763310e+001	1.19530999555642e+002	1.37767004364004e+002
2.48313310529539e+001	1.19521967093936e+002	1.37701253504022e+002
2.48885731828221e+001	1.19512911816602e+002	1.37635487983213e+002
2.49459472694277e+001	1.19503833718415e+002	1.37569708109672e+002
2.50034536169625e+001	1.19494732782205e+002	1.37503914246643e+002
2.50610925303193e+001	1.19485609004360e+002	1.37438106729160e+002
2.51188643150939e+001	1.19476462373090e+002	1.37372285920805e+002
2.51767692775867e+001	1.19467292875725e+002	1.37306452150899e+002
2.52348077248039e+001	1.19458100512466e+002	1.37240605724915e+002
2.52929799644596e+001	1.19448885267308e+002	1.37174747042747e+002
2.53512863049772e+001	1.19439647132261e+002	1.37108876436692e+002
2.54097270554912e+001	1.19430386105712e+002	1.37042994221747e+002
2.54683025258485e+001	1.19421102173428e+002	1.36977100762161e+002
2.55270130266106e+001	1.19411795329795e+002	1.36911196420503e+002
2.55858588690546e+001	1.19402465567965e+002	1.36845281505697e+002
2.56448403651753e+001	1.19393112881027e+002	1.36779356394452e+002
2.57039578276867e+001	1.19383737261425e+002	1.36713421405426e+002
2.57632115700238e+001	1.19374338706452e+002	1.36647476881382e+002
2.58226019063440e+001	1.19364917200172e+002	1.36581523209098e+002
2.58821291515290e+001	1.19355472747561e+002	1.36515560695882e+002
2.59417936211862e+001	1.19346005335723e+002	1.36449589712306e+002
2.60015956316508e+001	1.19336514961382e+002	1.36383610582859e+002
2.60615354999870e+001	1.19327001615107e+002	1.36317623682019e+002
2.61216135439901e+001	1.19317465300083e+002	1.36251629333445e+002
2.61818300821879e+001	1.19307906005685e+002	1.36185627891872e+002
2.62421854338425e+001	1.19298323730834e+002	1.36119619691335e+002
2.63026799189518e+001	1.19288718463477e+002	1.36053605107670e+002
2.63633138582518e+001	1.19279090208887e+002	1.35987584464753e+002
2.64240875732175e+001	1.19269438955650e+002	1.35921558148058e+002
2.64850013860650e+001	1.19259764703833e+002	1.35855526459898e+002
2.65460556197534e+001	1.19250067449884e+002	1.35789489760673e+002
2.66072505979861e+001	1.19240347190882e+002	1.35723448405066e+002
2.66685866452128e+001	1.19230603923649e+002	1.35657402744472e+002
2.67300640866311e+001	1.19220837642597e+002	1.35591353137453e+002
2.67916832481883e+001	1.19211048349732e+002	1.35525299900769e+002
2.68534444565830e+001	1.19201236041013e+002	1.35459243392147e+002
2.69153480392671e+001	1.19191400710752e+002	1.35393184006193e+002
2.69773943244472e+001	1.19181542364096e+002	1.35327122018472e+002
2.70395836410864e+001	1.19171660995587e+002	1.35261057830238e+002
2.71019163189064e+001	1.19161756603407e+002	1.35194991774754e+002
2.71643926883888e+001	1.19151829185833e+002	1.35128924233542e+002
2.72270130807771e+001	1.19141878747401e+002	1.35062855480801e+002
2.72897778280783e+001	1.19131905282555e+002	1.34996785918646e+002
2.73526872630650e+001	1.19121908793410e+002	1.34930715892030e+002
2.74157417192767e+001	1.19111889277682e+002	1.34864645731694e+002
2.74789415310219e+001	1.19101846738464e+002	1.34798575810273e+002
2.75422870333796e+001	1.19091781173301e+002	1.34732506462344e+002
2.76057785622014e+001	1.19081692583226e+002	1.34666438051797e+002
2.76694164541130e+001	1.19071580970429e+002	1.34600370932272e+002
2.77332010465163e+001	1.19061446335837e+002	1.34534305423533e+002
2.77971326775908e+001	1.19051288683683e+002	1.34468241873393e+002
2.78612116862956e+001	1.19041108010906e+002	1.34402180644736e+002
2.79254384123713e+001	1.19030904322572e+002	1.34336122095380e+002
2.79898131963415e+001	1.19020677617161e+002	1.34270066570850e+002
2.80543363795150e+001	1.19010427899165e+002	1.34204014429871e+002
2.81190083039873e+001	1.19000155171888e+002	1.34137965998141e+002
2.81838293126424e+001	1.18989859441693e+002	1.34071921619471e+002
2.82487997491549e+001	1.18979540704215e+002	1.34005881669929e+002
2.83139199579916e+001	1.18969198970145e+002	1.33939846462492e+002
2.83791902844134e+001	1.18958834236356e+002	1.33873816393364e+002
2.84446110744770e+001	1.18948446512977e+002	1.33807791753106e+002
2.85101826750369e+001	1.18938035797674e+002	1.33741772947246e+002
2.85759054337473e+001	1.18927602099172e+002	1.33675760285528e+002
2.86417796990636e+001	1.18917145422269e+002	1.33609754121489e+002
2.87078058202447e+001	1.18906665768778e+002	1.33543754819179e+002
2.87739841473545e+001	1.18896163146608e+002	1.33477762717175e+002
2.88403150312638e+001	1.18885637560956e+002	1.33411778135532e+002
2.89067988236525e+001	1.18875089017293e+002	1.33345801456038e+002
2.89734358770110e+001	1.18864517519108e+002	1.33279833000142e+002
2.90402265446423e+001	1.18853923074397e+002	1.33213873154025e+002
2.91071711806638e+001	1.18843305690440e+002	1.33147922213410e+002
2.91742701400094e+001	1.18832665367865e+002	1.33081980568798e+002
2.92415237784311e+001	1.18822002121928e+002	1.33016048531473e+002
2.93089324525009e+001	1.18811315952121e+002	1.32950126488838e+002
2.93764965196130e+001	1.18800606873060e+002	1.32884214714694e+002
2.94442163379853e+001	1.18789874886917e+002	1.32818313616935e+002
2.95120922666616e+001	1.18779120002115e+002	1.32752423518857e+002
2.95801246655132e+001	1.18768342230025e+002	1.32686544745124e+002
2.96483138952411e+001	1.18757541572977e+002	1.32620677683858e+002
2.97166603173779e+001	1.18746718043829e+002	1.32554822650228e+002
2.97851642942896e+001	1.18735871650659e+002	1.32488979988728e+002
2.98538261891773e+001	1.18725002401873e+002	1.32423150029174e+002
2.99226463660796e+001	1.18714110306258e+002	1.32357333146607e+002
2.99916251898742e+001	1.18703195372301e+002	1.32291529675165e+002
3.00607630262800e+001	1.18692257613819e+002	1.32225739920128e+002
3.01300602418589e+001	1.18681297034046e+002	1.32159964276945e+002
3.01995172040178e+001	1.18670313648213e+002	1.32094203055851e+002
3.02691342810107e+001	1.18659307465995e+002	1.32028456583931e+002
3.03389118419403e+001	1.18648278497424e+002	1.31962725225364e+002
3.04088502567604e+001	1.18637226750727e+002	1.31897009331666e+002
3.04789498962774e+001	1.18626152240701e+002	1.31831309211078e+002
3.05492111321527e+001	1.18615054976037e+002	1.31765625228943e+002
3.06196343369044e+001	1.18603934971949e+002	1.31699957685330e+002
3.06902198839092e+001	1.18592792236831e+002	1.31634306954727e+002
3.07609681474047e+001	1.18581626779846e+002	1.31568673385105e+002
3.08318795024911e+001	1.18570438620899e+002	1.31503057269994e+002
3.09029543251335e+001	1.18559227765619e+002	1.31437458990911e+002
3.09741929921634e+001	1.18547994229848e+002	1.31371878850257e+002
3.10455958812811e+001	1.18536738024922e+002	1.31306317208699e+002
3.11171633710577e+001	1.18525459165924e+002	1.31240774382304e+002
3.11888958409369e+001	1.18514157665310e+002	1.31175250705966e+002
3.12607936712371e+001	1.18502833534249e+002	1.31109746540928e+002
3.13328572431534e+001	1.18491486792440e+002	1.31044262181929e+002
3.14050869387597e+001	1.18480117448463e+002	1.30978797971714e+002
3.14774831410107e+001	1.18468725518004e+002	1.30913354277684e+002
3.15500462337438e+001	1.18457311017622e+002	1.30847931385573e+002
3.16227766016813e+001	1.18445873958466e+002	1.30782529661372e+002
3.16956746304324e+001	1.18434414357990e+002	1.30717149434641e+002
3.17687407064952e+001	1.18422932231262e+002	1.30651791005659e+002
3.18419752172587e+001	1.18411427591050e+002	1.30586454743881e+002
3.19153785510051e+001	1.18399900458555e+002	1.30521140931901e+002
3.19889510969114e+001	1.18388350844046e+002	1.30455849942198e+002
3.20626932450521e+001	1.18376778764439e+002	1.30390582092277e+002
3.21366053864006e+001	1.18365184241377e+002	1.30325337676009e+002
3.22106879128318e+001	1.18353567280644e+002	1.30260117090254e+002
3.22849412171238e+001	1.18341927909366e+002	1.30194920586914e+002
3.23593656929602e+001	1.18330266139139e+002	1.30129748543186e+002
3.24339617349323e+001	1.18318581988018e+002	1.30064601253400e+002
3.25087297385408e+001	1.18306875476176e+002	1.29999479049375e+002
3.25836701001983e+001	1.18295146615304e+002	1.29934382282396e+002
3.26587832172310e+001	1.18283395431190e+002	1.29869311216090e+002
3.27340694878812e+001	1.18271621934345e+002	1.29804266239201e+002
3.28095293113093e+001	1.18259826144768e+002	1.29739247647890e+002
3.28851630875957e+001	1.18248008083177e+002	1.29674255754166e+002
3.29609712177431e+001	1.18236167767507e+002	1.29609290873331e+002
3.30369541036788e+001	1.18224305214889e+002	1.29544353354870e+002
3.31131121482565e+001	1.18212420448470e+002	1.29479443471522e+002
3.31894457552584e+001	1.18200513483395e+002	1.29414561578390e+002
3.32659553293978e+001	1.18188584341374e+002	1.29349707977138e+002
3.33426412763208e+001	1.18176633039600e+002	1.29284883016638e+002
3.34195040026087e+001	1.18164659600074e+002	1.29220086976474e+002
3.34965439157801e+001	1.18152664044815e+002	1.29155320167987e+002
3.35737614242928e+001	1.18140646389470e+002	1.29090582932744e+002
3.36511569375464e+001	1.18128606655327e+002	1.29025875587580e+002
3.37287308658842e+001	1.18116544868114e+002	1.28961198411888e+002
3.38064836205954e+001	1.18104461043934e+002	1.28896551737447e+002
3.38844156139175e+001	1.18092355206842e+002	1.28831935870691e+002
3.39625272590381e+001	1.18080227374831e+002	1.28767351156111e+002
3.40408189700973e+001	1.18068077570213e+002	1.28702797867515e+002
3.41192911621901e+001	1.18055905820338e+002	1.28638276290769e+002
3.41979442513681e+001	1.18043712137535e+002	1.28573786806478e+002
3.42767786546423e+001	1.18031496551024e+002	1.28509329667536e+002
3.43557947899847e+001	1.18019259083277e+002	1.28444905174251e+002
3.44349930763311e+001	1.18006999751148e+002	1.28380513686104e+002
3.45143739335828e+001	1.17994718584031e+002	1.28316155451849e+002
3.45939377826094e+001	1.17982415601325e+002	1.28251830801802e+002
3.46736850452504e+001	1.17970090824737e+002	1.28187540050561e+002
3.47536161443178e+001	1.17957744283692e+002	1.28123283461260e+002
3.48337315035984e+001	1.17945375993246e+002	1.28059061393540e+002
3.49140315478558e+001	1.17932985982404e+002	1.27994874098412e+002
3.49945167028329e+001	1.17920574275548e+002	1.27930721884269e+002
3.50751873952540e+001	1.17908140894262e+002	1.27866605081264e+002
3.51560440528270e+001	1.17895685863372e+002	1.27802523970841e+002
3.52370871042459e+001	1.17883209208548e+002	1.27738478830766e+002
3.53183169791928e+001	1.17870710953858e+002	1.27674469973055e+002
3.53997341083406e+001	1.17858191123359e+002	1.27610497688856e+002
3.54813389233547e+001	1.17845649745446e+002	1.27546562270766e+002
3.55631318568956e+001	1.17833086837899e+002	1.27482664055826e+002
3.56451133426215e+001	1.17820502432032e+002	1.27418803285124e+002
3.57272838151900e+001	1.17807896556096e+002	1.27354980245179e+002
3.58096437102607e+001	1.17795269228355e+002	1.27291195263610e+002
3.58921934644976e+001	1.17782620479306e+002	1.27227448615798e+002
3.59749335155713e+001	1.17769950333450e+002	1.27163740588687e+002
3.60578643021613e+001	1.17757258818478e+002	1.27100071471032e+002
3.61409862639584e+001	1.17744545959459e+002	1.27036441555151e+002
3.62242998416669e+001	1.17731811785094e+002	1.26972851106626e+002
3.63078054770072e+001	1.17719056320436e+002	1.26909300432528e+002
3.63915036127177e+001	1.17706279593070e+002	1.26845789819915e+002
3.64753946925578e+001	1.17693481629874e+002	1.26782319544449e+002
3.65594791613095e+001	1.17680662459290e+002	1.26718889875599e+002
3.66437574647803e+001	1.17667822105256e+002	1.26655501137850e+002
3.67282300498055e+001	1.17654960600600e+002	1.26592153539784e+002
3.68128973642501e+001	1.17642077970028e+002	1.26528847424154e+002
3.68977598570120e+001	1.17629174242280e+002	1.26465583060700e+002
3.69828179780236e+001	1.17616249446383e+002	1.26402360676797e+002
3.70680721782546e+001	1.17603303607583e+002	1.26339180623967e+002
3.71535229097142e+001	1.17590336759774e+002	1.26276043095820e+002
3.72391706254538e+001	1.17577348927887e+002	1.26212948438490e+002
3.73250157795690e+001	1.17564340138890e+002	1.26149896910260e+002
3.74110588272023e+001	1.17551310425569e+002	1.26086888766054e+002
3.74973002245453e+001	1.17538259817494e+002	1.26023924255603e+002
3.75837404288413e+001	1.17525188339594e+002	1.25961003711234e+002
3.76703798983878e+001	1.17512096026955e+002	1.25898127334516e+002
3.77572190925385e+001	1.17498982905785e+002	1.25835295442431e+002
3.78442584717062e+001	1.17485849006352e+002	1.25772508275119e+002
3.79314984973651e+001	1.17472694357827e+002	1.25709766118707e+002
3.80189396320530e+001	1.17459518992551e+002	1.25647069225636e+002
3.81065823393742e+001	1.17446322939871e+002	1.25584417855868e+002
3.81944270840015e+001	1.17433106229448e+002	1.25521812286582e+002
3.82824743316791e+001	1.17419868892934e+002	1.25459252767602e+002
3.83707245492247e+001	1.17406610959571e+002	1.25396739570559e+002
3.84591782045322e+001	1.17393332462646e+002	1.25334272937921e+002
3.85478357665740e+001	1.17380033430341e+002	1.25271853155916e+002
3.86366977054037e+001	1.17366713895027e+002	1.25209480465026e+002
3.87257644921585e+001	1.17353373891358e+002	1.25147155086053e+002
3.88150365990616e+001	1.17340013444881e+002	1.25084877339278e+002
3.89045144994248e+001	1.17326632591389e+002	1.25022647447269e+002
3.89941986676511e+001	1.17313231361718e+002	1.24960465653855e+002
3.90840895792369e+001	1.17299809786067e+002	1.24898332226706e+002
3.91741877107750e+001	1.17286367898493e+002	1.24836247420977e+002
3.92644935399567e+001	1.17272905730483e+002	1.24774211461328e+002
3.93550075455745e+001	1.17259423312754e+002	1.24712224640763e+002
3.94457302075245e+001	1.17245920680594e+002	1.24650287164028e+002
3.95366620068095e+001	1.17232397864832e+002	1.24588399298522e+002
3.96278034255406e+001	1.17218854899261e+002	1.24526561272753e+002
3.97191549469407e+001	1.17205291815733e+002	1.24464773349614e+002
3.98107170553464e+001	1.17191708649436e+002	1.24403035749404e+002
3.99024902362108e+001	1.17178105431130e+002	1.24341348721071e+002
3.99944749761064e+001	1.17164482193367e+002	1.24279712547623e+002
4.00866717627269e+001	1.17150838969958e+002	1.24218127432515e+002
4.01790810848906e+001	1.17137175796823e+002	1.24156593598335e+002
4.02717034325425e+001	1.17123492706669e+002	1.24095111290400e+002
4.03645392967571e+001	1.17109789732797e+002	1.24033680765916e+002
4.04575891697408e+001	1.17096066907721e+002	1.23972302232785e+002
4.05508535448350e+001	1.17082324267038e+002	1.23910975960466e+002
4.06443329165178e+001	1.17068561845432e+002	1.23849702157714e+002
4.07380277804078e+001	1.17054779675325e+002	1.23788481054567e+002
4.08319386332658e+001	1.17040977793281e+002	1.23727312875891e+002
4.09260659729976e+001	1.17027156230640e+002	1.23666197870843e+002
4.10204102986572e+001	1.17013315026339e+002	1.23605136244208e+002
4.11149721104487e+001	1.16999454209399e+002	1.23544128258633e+002
4.12097519097295e+001	1.16985573821241e+002	1.23483174099506e+002
4.13047501990126e+001	1.16971673890770e+002	1.23422274030913e+002
4.13999674819695e+001	1.16957754457933e+002	1.23361428223383e+002
4.14954042634328e+001	1.16943815556029e+002	1.23300636940593e+002
4.15910610493987e+001	1.16929857217803e+002	1.23239900415118e+002
4.16869383470300e+001	1.16915879481456e+002	1.23179218826724e+002
4.17830366646586e+001	1.16901882384185e+002	1.23118592402754e+002
4.18793565117883e+001	1.16887865958744e+002	1.23058021355077e+002
4.19758983990972e+001	1.16873830241631e+002	1.22997505936495e+002
4.20726628384408e+001	1.16859775266496e+002	1.22937046348713e+002
4.21696503428546e+001	1.16845701073642e+002	1.22876642762393e+002
4.22668614265567e+001	1.16831607696512e+002	1.22816295438658e+002
4.23642966049505e+001	1.16817495171185e+002	1.22756004579616e+002
4.24619563946276e+001	1.16803363533505e+002	1.22695770400564e+002
4.25598413133707e+001	1.16789212821725e+002	1.22635593073126e+002
4.26579518801556e+001	1.16775043072298e+002	1.22575472827802e+002
4.27562886151549e+001	1.16760854317416e+002	1.22515409901352e+002
4.28548520397403e+001	1.16746646599989e+002	1.22455404444049e+002
4.29536426764850e+001	1.16732419953123e+002	1.22395456688189e+002
4.30526610491674e+001	1.16718174413535e+002	1.22335566848351e+002
4.31519076827728e+001	1.16703910018259e+002	1.22275735113016e+002
4.32513831034971e+001	1.16689626805730e+002	1.22215961685326e+002
4.33510878387492e+001	1.16675324811777e+002	1.22156246745775e+002
4.34510224171534e+001	1.16661004075349e+002	1.22096590506845e+002
4.35511873685531e+001	1.16646664630346e+002	1.22036993194184e+002
4.36515832240128e+001	1.16632306518951e+002	1.21977454933445e+002
4.37522105158214e+001	1.16617929772011e+002	1.21917976010955e+002
4.38530697774948e+001	1.16603534432431e+002	1.21858556542283e+002
4.39541615437787e+001	1.16589120535884e+002	1.21799196759163e+002
4.40554863506515e+001	1.16574688120560e+002	1.21739896836150e+002
4.41570447353274e+001	1.16560237225897e+002	1.21680656946481e+002
4.42588372362588e+001	1.16545767884165e+002	1.21621477338317e+002
4.43608643931394e+001	1.16531280140524e+002	1.21562358119683e+002
4.44631267469070e+001	1.16516774026688e+002	1.21503299543328e+002
4.45656248397465e+001	1.16502249586058e+002	1.21444301752485e+002
4.46683592150924e+001	1.16487706852693e+002	1.21385364951140e+002
4.47713304176324e+001	1.16473145867487e+002	1.21326489304535e+002
4.48745389933093e+001	1.16458566666409e+002	1.21267675016258e+002
4.49779854893249e+001	1.16443969291406e+002	1.21208922233063e+002
4.50816704541421e+001	1.16429353776258e+002	1.21150231166532e+002
4.51855944374883e+001	1.16414720161752e+002	1.21091601995327e+002
4.52897579903581e+001	1.16400068488333e+002	1.21033034846241e+002
4.53941616650164e+001	1.16385398793708e+002	1.20974529936961e+002
4.54988060150009e+001	1.16370711112766e+002	1.20916087452668e+002
4.56036915951256e+001	1.16356005489543e+002	1.20857707525354e+002
4.57088189614835e+001	1.16341281961312e+002	1.20799390337096e+002
4.58141886714494e+001	1.16326540562279e+002	1.20741136124265e+002
4.59198012836829e+001	1.16311781340224e+002	1.20682944917939e+002
4.60256573581316e+001	1.16297004328230e+002	1.20624817005330e+002
4.61317574560339e+001	1.16282209564981e+002	1.20566752519610e+002
4.62381021399220e+001	1.16267397092776e+002	1.20508751606864e+002
4.63446919736248e+001	1.16252566950987e+002	1.20450814414968e+002
4.64515275222709e+001	1.16237719173801e+002	1.20392941170896e+002
4.65586093522918e+001	1.16222853806175e+002	1.20335131988511e+002
4.66659380314248e+001	1.16207970884459e+002	1.20277387033243e+002
4.67735141287157e+001	1.16193070450093e+002	1.20219706460145e+002
4.68813382145224e+001	1.16178152542232e+002	1.20162090418878e+002
4.69894108605174e+001	1.16163217197084e+002	1.20104539122161e+002
4.70977326396912e+001	1.16148264457761e+002	1.20047052665662e+002
4.72063041263549e+001	1.16133294364968e+002	1.19989631196221e+002
4.73151258961439e+001	1.16118306954229e+002	1.19932274919512e+002
4.74241985260203e+001	1.16103302269125e+002	1.19874983943407e+002
4.75335225942763e+001	1.16088280345094e+002	1.19817758460876e+002
4.76430986805374e+001	1.16073241226480e+002	1.19760598575489e+002
4.77529273657649e+001	1.16058184951876e+002	1.19703504438030e+002
4.78630092322596e+001	1.16043111560251e+002	1.19646476222523e+002
4.79733448636647e+001	1.16028021091327e+002	1.19589514062540e+002
4.80839348449686e+001	1.16012913584529e+002	1.19532618117041e+002
4.81947797625085e+001	1.15997789083655e+002	1.19475788486076e+002
4.83058802039730e+001	1.15982647625450e+002	1.19419025343690e+002
4.84172367584057e+001	1.15967489251144e+002	1.19362328819319e+002
4.85288500162078e+001	1.15952313998074e+002	1.19305699086275e+002
4.86407205691419e+001	1.15937121912763e+002	1.19249136213178e+002
4.87528490103343e+001	1.15921913028992e+002	1.19192640398713e+002
4.88652359342790e+001	1.15906687390975e+002	1.19136211746242e+002
4.89778819368403e+001	1.15891445036299e+002	1.19079850415440e+002
4.90907876152560e+001	1.15876186007226e+002	1.19023556513715e+002
4.92039535681407e+001	1.15860910343876e+002	1.18967330184748e+002
4.93173803954892e+001	1.15845618085219e+002	1.18911171566639e+002
4.94310686986791e+001	1.15830309272801e+002	1.18855080787548e+002
4.95450190804746e+001	1.15814983947474e+002	1.18799057944959e+002
4.96592321450292e+001	1.15799642150193e+002	1.18743103189433e+002
4.97737084978892e+001	1.15784283920546e+002	1.18687216642807e+002
4.98884487459968e+001	1.15768909297125e+002	1.18631398457753e+002
5.00034534976934e+001	1.15753518322982e+002	1.18575648721492e+002
5.01187233627228e+001	1.15738111037727e+002	1.18519967574491e+002
5.02342589522342e+001	1.15722687483671e+002	1.18464355112414e+002
5.03500608787860e+001	1.15707247697817e+002	1.18408811499225e+002
5.04661297563483e+001	1.15691791724239e+002	1.18353336816797e+002
5.05824662003069e+001	1.15676319602008e+002	1.18297931198623e+002
5.06990708274659e+001	1.15660831371026e+002	1.18242594757872e+002
5.08159442560515e+001	1.15645327075189e+002	1.18187327603182e+002
5.09330871057150e+001	1.15629806751472e+002	1.18132129852520e+002
5.10504999975361e+001	1.15614270442426e+002	1.18077001633544e+002
5.11681835540262e+001	1.15598718186745e+002	1.18021943050372e+002
5.12861383991319e+001	1.15583150029470e+002	1.17966954184921e+002
5.14043651582380e+001	1.15567566007397e+002	1.17912035188764e+002
5.15228644581710e+001	1.15551966163666e+002	1.17857186130576e+002
5.16416369272025e+001	1.15536350536684e+002	1.17802407152078e+002
5.17606831950521e+001	1.15520719168588e+002	1.17747698346388e+002
