Freq.	V(n022)
4.57088189614835e+001	(1.15579180665876e+001dB,1.79620391605335e+002°)
4.58141886714494e+001	(1.15579166803253e+001dB,1.79619516579172e+002°)
4.59198012836829e+001	(1.15579152876794e+001dB,1.79618639536295e+002°)
4.60256573581316e+001	(1.15579138885837e+001dB,1.79617760472057e+002°)
4.61317574560339e+001	(1.15579124830417e+001dB,1.79616879381801e+002°)
4.62381021399220e+001	(1.15579110710051e+001dB,1.79615996260861e+002°)
4.63446919736248e+001	(1.15579096524597e+001dB,1.79615111104557e+002°)
4.64515275222709e+001	(1.15579082273563e+001dB,1.79614223908202e+002°)
4.65586093522918e+001	(1.15579067956825e+001dB,1.79613334667094e+002°)
4.66659380314248e+001	(1.15579053573981e+001dB,1.79612443376525e+002°)
4.67735141287157e+001	(1.15579039124855e+001dB,1.79611550031772e+002°)
4.68813382145224e+001	(1.15579024608879e+001dB,1.79610654628103e+002°)
4.69894108605174e+001	(1.15579010026048e+001dB,1.79609757160774e+002°)
4.70977326396912e+001	(1.15578995375843e+001dB,1.79608857625032e+002°)
4.72063041263549e+001	(1.15578980658018e+001dB,1.79607956016112e+002°)
4.73151258961439e+001	(1.15578965872256e+001dB,1.79607052329238e+002°)
4.74241985260203e+001	(1.15578951018335e+001dB,1.79606146559624e+002°)
4.75335225942763e+001	(1.15578936095711e+001dB,1.79605238702469e+002°)
4.76430986805374e+001	(1.15578921104401e+001dB,1.79604328752967e+002°)
4.77529273657649e+001	(1.15578906043839e+001dB,1.79603416706297e+002°)
4.78630092322596e+001	(1.15578890913701e+001dB,1.79602502557628e+002°)
4.79733448636647e+001	(1.15578875713759e+001dB,1.79601586302118e+002°)
4.80839348449686e+001	(1.15578860443650e+001dB,1.79600667934914e+002°)
4.81947797625085e+001	(1.15578845103113e+001dB,1.79599747451149e+002°)
4.83058802039730e+001	(1.15578829691780e+001dB,1.79598824845949e+002°)
4.84172367584057e+001	(1.15578814209327e+001dB,1.79597900114428e+002°)
4.85288500162078e+001	(1.15578798655303e+001dB,1.79596973251686e+002°)
4.86407205691419e+001	(1.15578783029557e+001dB,1.79596044252815e+002°)
4.87528490103343e+001	(1.15578767331736e+001dB,1.79595113112893e+002°)
4.88652359342790e+001	(1.15578751561486e+001dB,1.79594179826988e+002°)
4.89778819368403e+001	(1.15578735718352e+001dB,1.79593244390159e+002°)
4.90907876152560e+001	(1.15578719802177e+001dB,1.79592306797447e+002°)
4.92039535681407e+001	(1.15578703812599e+001dB,1.79591367043890e+002°)
4.93173803954892e+001	(1.15578687749063e+001dB,1.79590425124508e+002°)
4.94310686986791e+001	(1.15578671611494e+001dB,1.79589481034311e+002°)
4.95450190804746e+001	(1.15578655399411e+001dB,1.79588534768301e+002°)
4.96592321450292e+001	(1.15578639112497e+001dB,1.79587586321465e+002°)
4.97737084978892e+001	(1.15578622750450e+001dB,1.79586635688778e+002°)
4.98884487459968e+001	(1.15578606312791e+001dB,1.79585682865208e+002°)
5.00034534976934e+001	(1.15578589799448e+001dB,1.79584727845705e+002°)
5.01187233627228e+001	(1.15578573209872e+001dB,1.79583770625212e+002°)
5.02342589522342e+001	(1.15578556543642e+001dB,1.79582811198660e+002°)
5.03500608787860e+001	(1.15578539800561e+001dB,1.79581849560966e+002°)
5.04661297563483e+001	(1.15578522980126e+001dB,1.79580885707038e+002°)
5.05824662003069e+001	(1.15578506082069e+001dB,1.79579919631769e+002°)
5.06990708274659e+001	(1.15578489105979e+001dB,1.79578951330045e+002°)
5.08159442560515e+001	(1.15578472051704e+001dB,1.79577980796735e+002°)
5.09330871057150e+001	(1.15578454918527e+001dB,1.79577008026700e+002°)
5.10504999975361e+001	(1.15578437706376e+001dB,1.79576033014787e+002°)
5.11681835540262e+001	(1.15578420414776e+001dB,1.79575055755832e+002°)
5.12861383991319e+001	(1.15578403043389e+001dB,1.79574076244662e+002°)
5.14043651582380e+001	(1.15578385591905e+001dB,1.79573094476085e+002°)
5.15228644581710e+001	(1.15578368059716e+001dB,1.79572110444904e+002°)
5.16416369272025e+001	(1.15578350446710e+001dB,1.79571124145905e+002°)
5.17606831950521e+001	(1.15578332752390e+001dB,1.79570135573868e+002°)
5.18800038928915e+001	(1.15578314976351e+001dB,1.79569144723555e+002°)
5.19995996533469e+001	(1.15578297118431e+001dB,1.79568151589717e+002°)
5.21194711105034e+001	(1.15578279177948e+001dB,1.79567156167097e+002°)
5.22396188999073e+001	(1.15578261154669e+001dB,1.79566158450423e+002°)
5.23600436585703e+001	(1.15578243048296e+001dB,1.79565158434408e+002°)
5.24807460249725e+001	(1.15578224858307e+001dB,1.79564156113759e+002°)
5.26017266390659e+001	(1.15578206584347e+001dB,1.79563151483167e+002°)
5.27229861422775e+001	(1.15578188226089e+001dB,1.79562144537310e+002°)
5.28445251775133e+001	(1.15578169783044e+001dB,1.79561135270857e+002°)
5.29663443891610e+001	(1.15578151255001e+001dB,1.79560123678463e+002°)
5.30884444230940e+001	(1.15578132641317e+001dB,1.79559109754768e+002°)
5.32108259266746e+001	(1.15578113941721e+001dB,1.79558093494407e+002°)
5.33334895487573e+001	(1.15578095155975e+001dB,1.79557074891994e+002°)
5.34564359396923e+001	(1.15578076283409e+001dB,1.79556053942136e+002°)
5.35796657513293e+001	(1.15578057323678e+001dB,1.79555030639428e+002°)
5.37031796370204e+001	(1.15578038276602e+001dB,1.79554004978447e+002°)
5.38269782516240e+001	(1.15578019141563e+001dB,1.79552976953764e+002°)
5.39510622515079e+001	(1.15577999918231e+001dB,1.79551946559935e+002°)
5.40754322945532e+001	(1.15577980606128e+001dB,1.79550913791504e+002°)
5.42000890401575e+001	(1.15577961204967e+001dB,1.79549878642999e+002°)
5.43250331492384e+001	(1.15577941714148e+001dB,1.79548841108941e+002°)
5.44502652842372e+001	(1.15577922133535e+001dB,1.79547801183834e+002°)
5.45757861091221e+001	(1.15577902462434e+001dB,1.79546758862171e+002°)
5.47015962893922e+001	(1.15577882700504e+001dB,1.79545714138434e+002°)
5.48276964920804e+001	(1.15577862847504e+001dB,1.79544667007090e+002°)
5.49540873857574e+001	(1.15577842902829e+001dB,1.79543617462592e+002°)
5.50807696405353e+001	(1.15577822866080e+001dB,1.79542565499384e+002°)
5.52077439280707e+001	(1.15577802736989e+001dB,1.79541511111895e+002°)
5.53350109215686e+001	(1.15577782514803e+001dB,1.79540454294543e+002°)
5.54625712957860e+001	(1.15577762199303e+001dB,1.79539395041731e+002°)
5.55904257270353e+001	(1.15577741790212e+001dB,1.79538333347848e+002°)
5.57185748931879e+001	(1.15577721286847e+001dB,1.79537269207274e+002°)
5.58470194736780e+001	(1.15577700688866e+001dB,1.79536202614373e+002°)
5.59757601495059e+001	(1.15577679995863e+001dB,1.79535133563498e+002°)
5.61047976032419e+001	(1.15577659207288e+001dB,1.79534062048988e+002°)
5.62341325190298e+001	(1.15577638322850e+001dB,1.79532988065169e+002°)
5.63637655825903e+001	(1.15577617342028e+001dB,1.79531911606354e+002°)
5.64936974812251e+001	(1.15577596264139e+001dB,1.79530832666844e+002°)
5.66239289038201e+001	(1.15577575089215e+001dB,1.79529751240924e+002°)
5.67544605408495e+001	(1.15577553816440e+001dB,1.79528667322869e+002°)
5.68852930843789e+001	(1.15577532445560e+001dB,1.79527580906941e+002°)
5.70164272280695e+001	(1.15577510976050e+001dB,1.79526491987384e+002°)
5.71478636671814e+001	(1.15577489407438e+001dB,1.79525400558436e+002°)
5.72796030985776e+001	(1.15577467739291e+001dB,1.79524306614315e+002°)
5.74116462207274e+001	(1.15577445971174e+001dB,1.79523210149230e+002°)
5.75439937337104e+001	(1.15577424102523e+001dB,1.79522111157375e+002°)
5.76766463392197e+001	(1.15577402133030e+001dB,1.79521009632932e+002°)
5.78096047405665e+001	(1.15577380062045e+001dB,1.79519905570068e+002°)
5.79428696426827e+001	(1.15577357889285e+001dB,1.79518798962936e+002°)
5.80764417521258e+001	(1.15577335614154e+001dB,1.79517689805679e+002°)
5.82103217770817e+001	(1.15577313236281e+001dB,1.79516578092423e+002°)
5.83445104273691e+001	(1.15577290755055e+001dB,1.79515463817282e+002°)
5.84790084144426e+001	(1.15577268170134e+001dB,1.79514346974358e+002°)
5.86138164513974e+001	(1.15577245480907e+001dB,1.79513227557735e+002°)
5.87489352529722e+001	(1.15577222687053e+001dB,1.79512105561488e+002°)
5.88843655355534e+001	(1.15577199788023e+001dB,1.79510980979676e+002°)
5.90201080171789e+001	(1.15577176783285e+001dB,1.79509853806345e+002°)
5.91561634175419e+001	(1.15577153672327e+001dB,1.79508724035527e+002°)
5.92925324579945e+001	(1.15577130454753e+001dB,1.79507591661241e+002°)
5.94292158615517e+001	(1.15577107130042e+001dB,1.79506456677491e+002°)
5.95662143528955e+001	(1.15577083697660e+001dB,1.79505319078270e+002°)
5.97035286583781e+001	(1.15577060157081e+001dB,1.79504178857552e+002°)
5.98411595060264e+001	(1.15577036507917e+001dB,1.79503036009303e+002°)
5.99791076255454e+001	(1.15577012749696e+001dB,1.79501890527471e+002°)
6.01173737483222e+001	(1.15576988881706e+001dB,1.79500742405993e+002°)
6.02559586074302e+001	(1.15576964903560e+001dB,1.79499591638790e+002°)
6.03948629376324e+001	(1.15576940814883e+001dB,1.79498438219769e+002°)
6.05340874753857e+001	(1.15576916614881e+001dB,1.79497282142823e+002°)
6.06736329588449e+001	(1.15576892303330e+001dB,1.79496123401834e+002°)
6.08135001278661e+001	(1.15576867879550e+001dB,1.79494961990665e+002°)
6.09536897240112e+001	(1.15576843343019e+001dB,1.79493797903171e+002°)
6.10942024905515e+001	(1.15576818693183e+001dB,1.79492631133186e+002°)
6.12350391724716e+001	(1.15576793929733e+001dB,1.79491461674535e+002°)
6.13762005164737e+001	(1.15576769052002e+001dB,1.79490289521026e+002°)
6.15176872709811e+001	(1.15576744059405e+001dB,1.79489114666455e+002°)
6.16595001861425e+001	(1.15576718951412e+001dB,1.79487937104601e+002°)
6.18016400138358e+001	(1.15576693727642e+001dB,1.79486756829231e+002°)
6.19441075076723e+001	(1.15576668387356e+001dB,1.79485573834098e+002°)
6.20869034230005e+001	(1.15576642930239e+001dB,1.79484388112938e+002°)
6.22300285169101e+001	(1.15576617355585e+001dB,1.79483199659474e+002°)
6.23734835482361e+001	(1.15576591662866e+001dB,1.79482008467417e+002°)
6.25172692775627e+001	(1.15576565851626e+001dB,1.79480814530460e+002°)
6.26613864672277e+001	(1.15576539921295e+001dB,1.79479617842282e+002°)
6.28058358813259e+001	(1.15576513871197e+001dB,1.79478418396549e+002°)
6.29506182857138e+001	(1.15576487700921e+001dB,1.79477216186912e+002°)
6.30957344480134e+001	(1.15576461409989e+001dB,1.79476011207006e+002°)
6.32411851376160e+001	(1.15576434997564e+001dB,1.79474803450455e+002°)
6.33869711256867e+001	(1.15576408463295e+001dB,1.79473592910864e+002°)
6.35330931851684e+001	(1.15576381806608e+001dB,1.79472379581827e+002°)
6.36795520907856e+001	(1.15576355026877e+001dB,1.79471163456918e+002°)
6.38263486190489e+001	(1.15576328123569e+001dB,1.79469944529703e+002°)
6.39734835482588e+001	(1.15576301096107e+001dB,1.79468722793730e+002°)
6.41209576585101e+001	(1.15576273943877e+001dB,1.79467498242530e+002°)
6.42687717316959e+001	(1.15576246666393e+001dB,1.79466270869623e+002°)
6.44169265515117e+001	(1.15576219263051e+001dB,1.79465040668511e+002°)
6.45654229034595e+001	(1.15576191733124e+001dB,1.79463807632686e+002°)
6.47142615748522e+001	(1.15576164076284e+001dB,1.79462571755616e+002°)
6.48634433548177e+001	(1.15576136291735e+001dB,1.79461333030765e+002°)
6.50129690343029e+001	(1.15576108378998e+001dB,1.79460091451573e+002°)
6.51628394060781e+001	(1.15576080337379e+001dB,1.79458847011470e+002°)
6.53130552647411e+001	(1.15576052166467e+001dB,1.79457599703867e+002°)
6.54636174067213e+001	(1.15576023865582e+001dB,1.79456349522166e+002°)
6.56145266302843e+001	(1.15575995433899e+001dB,1.79455096459748e+002°)
6.57657837355358e+001	(1.15575966871089e+001dB,1.79453840509982e+002°)
6.59173895244259e+001	(1.15575938176442e+001dB,1.79452581666220e+002°)
6.60693448007533e+001	(1.15575909349495e+001dB,1.79451319921799e+002°)
6.62216503701699e+001	(1.15575880389519e+001dB,1.79450055270040e+002°)
6.63743070401845e+001	(1.15575851295760e+001dB,1.79448787704254e+002°)
6.65273156201678e+001	(1.15575822067831e+001dB,1.79447517217728e+002°)
6.66806769213558e+001	(1.15575792704969e+001dB,1.79446243803741e+002°)
6.68343917568551e+001	(1.15575763206563e+001dB,1.79444967455552e+002°)
6.69884609416462e+001	(1.15575733572149e+001dB,1.79443688166406e+002°)
6.71428852925888e+001	(1.15575703800911e+001dB,1.79442405929533e+002°)
6.72976656284253e+001	(1.15575673892232e+001dB,1.79441120738148e+002°)
6.74528027697857e+001	(1.15575643845612e+001dB,1.79439832585449e+002°)
6.76082975391917e+001	(1.15575613660273e+001dB,1.79438541464617e+002°)
6.77641507610610e+001	(1.15575583335689e+001dB,1.79437247368822e+002°)
6.79203632617119e+001	(1.15575552871046e+001dB,1.79435950291215e+002°)
6.80769358693676e+001	(1.15575522265969e+001dB,1.79434650224930e+002°)
6.82338694141604e+001	(1.15575491519585e+001dB,1.79433347163087e+002°)
6.83911647281363e+001	(1.15575460631340e+001dB,1.79432041098794e+002°)
6.85488226452595e+001	(1.15575429600542e+001dB,1.79430732025136e+002°)
6.87068440014166e+001	(1.15575398426599e+001dB,1.79429419935186e+002°)
6.88652296344210e+001	(1.15575367108621e+001dB,1.79428104822000e+002°)
6.90239803840175e+001	(1.15575335646228e+001dB,1.79426786678622e+002°)
6.91830970918870e+001	(1.15575304038627e+001dB,1.79425465498074e+002°)
6.93425806016502e+001	(1.15575272285213e+001dB,1.79424141273364e+002°)
6.95024317588729e+001	(1.15575240385242e+001dB,1.79422813997487e+002°)
6.96626514110701e+001	(1.15575208338064e+001dB,1.79421483663419e+002°)
6.98232404077104e+001	(1.15575176142981e+001dB,1.79420150264120e+002°)
6.99841996002205e+001	(1.15575143799266e+001dB,1.79418813792535e+002°)
7.01455298419903e+001	(1.15575111306421e+001dB,1.79417474241591e+002°)
7.03072319883765e+001	(1.15575078663586e+001dB,1.79416131604201e+002°)
7.04693068967078e+001	(1.15575045870058e+001dB,1.79414785873259e+002°)
7.06317554262893e+001	(1.15575012925284e+001dB,1.79413437041648e+002°)
7.07945784384069e+001	(1.15574979828446e+001dB,1.79412085102226e+002°)
7.09577767963320e+001	(1.15574946578891e+001dB,1.79410730047843e+002°)
7.11213513653260e+001	(1.15574913175796e+001dB,1.79409371871331e+002°)
7.12853030126450e+001	(1.15574879618691e+001dB,1.79408010565498e+002°)
7.14496326075444e+001	(1.15574845906601e+001dB,1.79406646123146e+002°)
7.16143410212832e+001	(1.15574812039043e+001dB,1.79405278537054e+002°)
7.17794291271292e+001	(1.15574778015147e+001dB,1.79403907799986e+002°)
7.19448978003629e+001	(1.15574743834259e+001dB,1.79402533904691e+002°)
7.21107479182829e+001	(1.15574709495644e+001dB,1.79401156843898e+002°)
7.22769803602100e+001	(1.15574674998502e+001dB,1.79399776610325e+002°)
7.24435960074919e+001	(1.15574640342291e+001dB,1.79398393196663e+002°)
7.26105957435084e+001	(1.15574605526107e+001dB,1.79397006595599e+002°)
7.27779804536753e+001	(1.15574570549164e+001dB,1.79395616799796e+002°)
7.29457510254497e+001	(1.15574535410878e+001dB,1.79394223801897e+002°)
7.31139083483346e+001	(1.15574500110462e+001dB,1.79392827594535e+002°)
7.32824533138832e+001	(1.15574464647129e+001dB,1.79391428170325e+002°)
7.34513868157043e+001	(1.15574429020151e+001dB,1.79390025521862e+002°)
7.36207097494664e+001	(1.15574393228742e+001dB,1.79388619641725e+002°)
7.37904230129028e+001	(1.15574357272163e+001dB,1.79387210522475e+002°)
7.39605275058165e+001	(1.15574321149806e+001dB,1.79385798156661e+002°)
7.41310241300845e+001	(1.15574284860528e+001dB,1.79384382536811e+002°)
7.43019137896628e+001	(1.15574248403946e+001dB,1.79382963655433e+002°)
7.44731973905916e+001	(1.15574211779170e+001dB,1.79381541505023e+002°)
7.46448758409993e+001	(1.15574174985231e+001dB,1.79380116078057e+002°)
7.48169500511081e+001	(1.15574138021549e+001dB,1.79378687366995e+002°)
7.49894209332382e+001	(1.15574100887458e+001dB,1.79377255364280e+002°)
7.51622894018131e+001	(1.15574063581829e+001dB,1.79375820062336e+002°)
7.53355563733643e+001	(1.15574026104016e+001dB,1.79374381453570e+002°)
7.55092227665359e+001	(1.15573988453369e+001dB,1.79372939530375e+002°)
7.56832895020899e+001	(1.15573950629036e+001dB,1.79371494285118e+002°)
7.58577575029109e+001	(1.15573912629989e+001dB,1.79370045710158e+002°)
7.60326276940107e+001	(1.15573874455657e+001dB,1.79368593797834e+002°)
7.62079010025337e+001	(1.15573836105230e+001dB,1.79367138540462e+002°)
7.63835783577615e+001	(1.15573797577764e+001dB,1.79365679930347e+002°)
7.65596606911181e+001	(1.15573758872554e+001dB,1.79364217959775e+002°)
7.67361489361743e+001	(1.15573719988737e+001dB,1.79362752621008e+002°)
7.69130440286533e+001	(1.15573680925460e+001dB,1.79361283906302e+002°)
7.70903469064354e+001	(1.15573641681987e+001dB,1.79359811807884e+002°)
7.72680585095626e+001	(1.15573602257376e+001dB,1.79358336317969e+002°)
7.74461797802442e+001	(1.15573562650868e+001dB,1.79356857428754e+002°)
7.76247116628615e+001	(1.15573522861513e+001dB,1.79355375132415e+002°)
7.78036551039727e+001	(1.15573482888613e+001dB,1.79353889421114e+002°)
7.79830110523181e+001	(1.15573442731302e+001dB,1.79352400286991e+002°)
7.81627804588252e+001	(1.15573402388610e+001dB,1.79350907722173e+002°)
7.83429642766134e+001	(1.15573361859799e+001dB,1.79349411718765e+002°)
7.85235634609994e+001	(1.15573321143957e+001dB,1.79347912268853e+002°)
7.87045789695020e+001	(1.15573280240161e+001dB,1.79346409364509e+002°)
7.88860117618476e+001	(1.15573239147721e+001dB,1.79344902997784e+002°)
7.90678627999746e+001	(1.15573197865753e+001dB,1.79343393160711e+002°)
7.92501330480393e+001	(1.15573156393201e+001dB,1.79341879845304e+002°)
7.94328234724202e+001	(1.15573114729184e+001dB,1.79340363043565e+002°)
7.96159350417239e+001	(1.15573072872948e+001dB,1.79338842747467e+002°)
7.97994687267897e+001	(1.15573030823605e+001dB,1.79337318948972e+002°)
7.99834255006948e+001	(1.15572988580215e+001dB,1.79335791640023e+002°)
8.01678063387599e+001	(1.15572946141934e+001dB,1.79334260812540e+002°)
8.03526122185537e+001	(1.15572903507819e+001dB,1.79332726458432e+002°)
8.05378441198986e+001	(1.15572860676955e+001dB,1.79331188569581e+002°)
8.07235030248757e+001	(1.15572817648368e+001dB,1.79329647137858e+002°)
8.09095899178301e+001	(1.15572774421330e+001dB,1.79328102155110e+002°)
8.10961057853759e+001	(1.15572730994849e+001dB,1.79326553613167e+002°)
8.12830516164018e+001	(1.15572687367870e+001dB,1.79325001503842e+002°)
8.14704284020758e+001	(1.15572643539632e+001dB,1.79323445818929e+002°)
8.16582371358510e+001	(1.15572599509118e+001dB,1.79321886550198e+002°)
8.18464788134707e+001	(1.15572555275594e+001dB,1.79320323689405e+002°)
8.20351544329735e+001	(1.15572510837775e+001dB,1.79318757228288e+002°)
8.22242649946988e+001	(1.15572466194965e+001dB,1.79317187158565e+002°)
8.24138115012919e+001	(1.15572421346200e+001dB,1.79315613471933e+002°)
8.26037949577095e+001	(1.15572376290553e+001dB,1.79314036160071e+002°)
8.27942163712250e+001	(1.15572331026963e+001dB,1.79312455214639e+002°)
8.29850767514339e+001	(1.15572285554456e+001dB,1.79310870627280e+002°)
8.31763771102587e+001	(1.15572239872009e+001dB,1.79309282389616e+002°)
8.33681184619550e+001	(1.15572193978888e+001dB,1.79307690493247e+002°)
8.35603018231163e+001	(1.15572147874078e+001dB,1.79306094929757e+002°)
8.37529282126798e+001	(1.15572101556471e+001dB,1.79304495690713e+002°)
8.39459986519312e+001	(1.15572055025150e+001dB,1.79302892767658e+002°)
8.41395141645110e+001	(1.15572008279051e+001dB,1.79301286152117e+002°)
8.43334757764190e+001	(1.15571961317307e+001dB,1.79299675835601e+002°)
8.45278845160204e+001	(1.15571914138932e+001dB,1.79298061809590e+002°)
8.47227414140510e+001	(1.15571866742741e+001dB,1.79296444065554e+002°)
8.49180475036227e+001	(1.15571819127892e+001dB,1.79294822594943e+002°)
8.51138038202290e+001	(1.15571771293341e+001dB,1.79293197389181e+002°)
8.53100114017502e+001	(1.15571723238048e+001dB,1.79291568439681e+002°)
8.55066712884596e+001	(1.15571674961150e+001dB,1.79289935737827e+002°)
8.57037845230282e+001	(1.15571626461309e+001dB,1.79288299274992e+002°)
8.59013521505308e+001	(1.15571577737778e+001dB,1.79286659042521e+002°)
8.60993752184513e+001	(1.15571528789430e+001dB,1.79285015031749e+002°)
8.62978547766882e+001	(1.15571479615182e+001dB,1.79283367233982e+002°)
8.64967918775605e+001	(1.15571430214132e+001dB,1.79281715640511e+002°)
8.66961875758128e+001	(1.15571380585093e+001dB,1.79280060242605e+002°)
8.68960429286213e+001	(1.15571330727060e+001dB,1.79278401031515e+002°)
8.70963589955992e+001	(1.15571280638881e+001dB,1.79276737998470e+002°)
8.72971368388022e+001	(1.15571230319666e+001dB,1.79275071134679e+002°)
8.74983775227347e+001	(1.15571179768296e+001dB,1.79273400431334e+002°)
8.77000821143545e+001	(1.15571128983606e+001dB,1.79271725879603e+002°)
8.79022516830794e+001	(1.15571077964625e+001dB,1.79270047470633e+002°)
8.81048873007924e+001	(1.15571026710204e+001dB,1.79268365195557e+002°)
8.83079900418472e+001	(1.15570975219293e+001dB,1.79266679045481e+002°)
8.85115609830745e+001	(1.15570923490902e+001dB,1.79264989011495e+002°)
8.87156012037870e+001	(1.15570871523721e+001dB,1.79263295084666e+002°)
8.89201117857857e+001	(1.15570819316860e+001dB,1.79261597256040e+002°)
8.91250938133654e+001	(1.15570766869029e+001dB,1.79259895516646e+002°)
8.93305483733204e+001	(1.15570714179186e+001dB,1.79258189857490e+002°)
8.95364765549502e+001	(1.15570661246250e+001dB,1.79256480269557e+002°)
8.97428794500656e+001	(1.15570608069148e+001dB,1.79254766743814e+002°)
8.99497581529943e+001	(1.15570554646624e+001dB,1.79253049271204e+002°)
9.01571137605864e+001	(1.15570500977529e+001dB,1.79251327842651e+002°)
9.03649473722208e+001	(1.15570447060910e+001dB,1.79249602449059e+002°)
9.05732600898107e+001	(1.15570392895461e+001dB,1.79247873081309e+002°)
9.07820530178092e+001	(1.15570338480103e+001dB,1.79246139730264e+002°)
9.09913272632158e+001	(1.15570283813716e+001dB,1.79244402386762e+002°)
9.12010839355816e+001	(1.15570228894984e+001dB,1.79242661041625e+002°)
9.14113241470156e+001	(1.15570173723009e+001dB,1.79240915685650e+002°)
9.16220490121905e+001	(1.15570118296353e+001dB,1.79239166309616e+002°)
9.18332596483486e+001	(1.15570062614028e+001dB,1.79237412904276e+002°)
9.20449571753076e+001	(1.15570006674729e+001dB,1.79235655460370e+002°)
9.22571427154668e+001	(1.15569950477423e+001dB,1.79233893968608e+002°)
9.24698173938127e+001	(1.15569894020711e+001dB,1.79232128419685e+002°)
9.26829823379253e+001	(1.15569837303677e+001dB,1.79230358804270e+002°)
9.28966386779840e+001	(1.15569780324795e+001dB,1.79228585113019e+002°)
9.31107875467734e+001	(1.15569723082947e+001dB,1.79226807336555e+002°)
9.33254300796894e+001	(1.15569665577202e+001dB,1.79225025465485e+002°)
9.35405674147455e+001	(1.15569607806102e+001dB,1.79223239490399e+002°)
9.37562006925783e+001	(1.15569549768368e+001dB,1.79221449401859e+002°)
9.39723310564540e+001	(1.15569491462792e+001dB,1.79219655190407e+002°)
9.41889596522743e+001	(1.15569432888387e+001dB,1.79217856846566e+002°)
9.44060876285825e+001	(1.15569374043584e+001dB,1.79216054360834e+002°)
9.46237161365694e+001	(1.15569314927286e+001dB,1.79214247723690e+002°)
9.48418463300798e+001	(1.15569255538305e+001dB,1.79212436925591e+002°)
9.50604793656182e+001	(1.15569195875266e+001dB,1.79210621956967e+002°)
9.52796164023552e+001	(1.15569135936944e+001dB,1.79208802808233e+002°)
9.54992586021336e+001	(1.15569075722058e+001dB,1.79206979469780e+002°)
9.57194071294744e+001	(1.15569015229375e+001dB,1.79205151931975e+002°)
9.59400631515833e+001	(1.15568954457617e+001dB,1.79203320185165e+002°)
9.61612278383564e+001	(1.15568893405455e+001dB,1.79201484219674e+002°)
9.63829023623870e+001	(1.15568832071610e+001dB,1.79199644025804e+002°)
9.66050878989712e+001	(1.15568770454714e+001dB,1.79197799593836e+002°)
9.68277856261148e+001	(1.15568708553699e+001dB,1.79195950914027e+002°)
9.70509967245388e+001	(1.15568646366934e+001dB,1.79194097976611e+002°)
9.72747223776863e+001	(1.15568583893404e+001dB,1.79192240771804e+002°)
9.74989637717285e+001	(1.15568521131502e+001dB,1.79190379289794e+002°)
9.77237220955708e+001	(1.15568458080045e+001dB,1.79188513520755e+002°)
9.79489985408596e+001	(1.15568394737740e+001dB,1.79186643454825e+002°)
9.81747943019881e+001	(1.15568331103129e+001dB,1.79184769082134e+002°)
9.84011105761030e+001	(1.15568267174985e+001dB,1.79182890392779e+002°)
9.86279485631107e+001	(1.15568202951860e+001dB,1.79181007376841e+002°)
9.88553094656835e+001	(1.15568138432397e+001dB,1.79179120024371e+002°)
9.90831944892663e+001	(1.15568073615305e+001dB,1.79177228325408e+002°)
9.93116048420829e+001	(1.15568008499160e+001dB,1.79175332269957e+002°)
9.95405417351422e+001	(1.15567943082606e+001dB,1.79173431848009e+002°)
9.97700063822448e+001	(1.15567877364239e+001dB,1.79171527049527e+002°)
9.99999999999894e+001	(1.15567811342701e+001dB,1.79169617864450e+002°)
1.00230523807779e+002	(1.15567745016489e+001dB,1.79167704282701e+002°)
1.00461579027829e+002	(1.15567678384366e+001dB,1.79165786294171e+002°)
1.00693166885170e+002	(1.15567611444857e+001dB,1.79163863888735e+002°)
1.00925288607658e+002	(1.15567544196356e+001dB,1.79161937056243e+002°)
1.01157945425979e+002	(1.15567476637719e+001dB,1.79160005786517e+002°)
1.01391138573657e+002	(1.15567408767326e+001dB,1.79158070069365e+002°)
1.01624869287059e+002	(1.15567340583812e+001dB,1.79156129894564e+002°)
1.01859138805401e+002	(1.15567272085717e+001dB,1.79154185251870e+002°)
1.02093948370757e+002	(1.15567203271712e+001dB,1.79152236131016e+002°)
1.02329299228065e+002	(1.15567134140143e+001dB,1.79150282521712e+002°)
1.02565192625130e+002	(1.15567064689580e+001dB,1.79148324413643e+002°)
1.02801629812636e+002	(1.15566994918702e+001dB,1.79146361796471e+002°)
1.03038612044151e+002	(1.15566924825947e+001dB,1.79144394659836e+002°)
1.03276140576129e+002	(1.15566854409843e+001dB,1.79142422993352e+002°)
1.03514216667923e+002	(1.15566783668764e+001dB,1.79140446786612e+002°)
1.03752841581790e+002	(1.15566712601282e+001dB,1.79138466029183e+002°)
1.03992016582895e+002	(1.15566641206119e+001dB,1.79136480710606e+002°)
1.04231742939319e+002	(1.15566569481443e+001dB,1.79134490820403e+002°)
1.04472021922069e+002	(1.15566497425912e+001dB,1.79132496348073e+002°)
1.04712854805079e+002	(1.15566425038000e+001dB,1.79130497283083e+002°)
1.04954242865221e+002	(1.15566352316030e+001dB,1.79128493614884e+002°)
1.05196187382311e+002	(1.15566279258632e+001dB,1.79126485332899e+002°)
1.05438689639115e+002	(1.15566205864188e+001dB,1.79124472426528e+002°)
1.05681750921355e+002	(1.15566132131045e+001dB,1.79122454885144e+002°)
1.05925372517718e+002	(1.15566058057941e+001dB,1.79120432698104e+002°)
1.06169555719861e+002	(1.15565983642997e+001dB,1.79118405854729e+002°)
1.06414301822420e+002	(1.15565908884802e+001dB,1.79116374344326e+002°)
